"modelkey";"modelid";"akey";"modelf";"typef";"first_year";"count_runs";"count_years";"lambda_mean";"lambda_min";"lambda_max";"lambda_sd";"lambda_boot_lcl";"lambda_boot_ucl";"lambda_q25";"lambda_q75";"gen_mean";"gen_med";"gen_min";"gen_max";"gen_sd";"gen_boot_lcl";"gen_boot_ucl";"gen_q25";"gen_q75";"gen_age_mean";"gen_age_med";"gen_age_min";"gen_age_max";"gen_age_sd";"gen_age_boot_lcl";"gen_age_boot_ucl";"gen_age_q25";"gen_age_q75";"life_exp_mean";"life_exp_med";"life_exp_min";"life_exp_max";"life_exp_sd";"life_exp_boot_lcl";"life_exp_boot_ucl";"life_exp_q25";"life_exp_q75";"life_exp_adult_mean";"life_exp_adult_med";"life_exp_adult_min";"life_exp_adult_max";"life_exp_adult_sd";"life_exp_adult_boot_lcl";"life_exp_adult_boot_ucl";"life_exp_adult_q25";"life_exp_adult_q75";"eggs_to_adult_mean";"eggs_to_adult_med";"eggs_to_adult_min";"eggs_to_adult_max";"eggs_to_adult_sd";"eggs_to_adult_boot_lcl";"eggs_to_adult_boot_ucl";"eggs_to_adult_q25";"eggs_to_adult_q75";"fem_t0";"fem_t35";"fem_t41";"fem_t45";"fem_t100";"fem_sd_t35";"fem_sd_t41";"fem_sd_t45";"fem_sd_t100";"fem_q25_t35";"fem_q25_t41";"fem_q25_t45";"fem_q25_t100";"fem_q75_t35";"fem_q75_t41";"fem_q75_t45";"fem_q75_t100";"fem_diff_t35";"fem_diff_t41";"fem_diff_t45";"fem_diff_t100";"fem_diff_sd_t35";"fem_diff_sd_t41";"fem_diff_sd_t45";"fem_diff_sd_t100";"fem_diff_q25_t35";"fem_diff_q25_t41";"fem_diff_q25_t45";"fem_diff_q25_t100";"fem_diff_q75_t35";"fem_diff_q75_t41";"fem_diff_q75_t45";"fem_diff_q75_t100";"change50_ymean";"change50_ysd";"change50_yq25";"change50_yq75";"change30_ymean";"change30_ysd";"change30_yq25";"change30_yq75"
44;"poun_base_0.8_4";"poun_base_0.8";"Stochastic bad x2";"base";0,8;50;101;1,01619971134765;0,992897985773154;1,0384002809043;0,00911252429061436;1,01390378454418;1,01866540329785;1,00948306868615;1,02126356190964;45,5771768480581;45,4764930865318;39,6500396923436;58,5904672270516;3,75636683333825;44,5691168491524;46,6204407098717;42,62927363239;47,4259783560336;24,695504448313;24,695504448313;24,695504448313;24,695504448313;0;24,695504448313;24,695504448313;24,695504448313;24,695504448313;21,3928630749992;21,3928630749992;21,3928630749992;21,3928630749992;0;21,3928630749992;21,3928630749992;21,3928630749992;21,3928630749992;14,2857142857143;14,2857142857143;14,2857142857143;14,2857142857143;0;14,2857142857143;14,2857142857143;14,2857142857143;14,2857142857143;249,99910000285;249,99910000285;249,99910000285;249,99910000285;0;249,99910000285;249,99910000285;249,99910000285;249,99910000285;10;11,9607632029366;11,9415719418382;11,9605527247262;12;0,277446052755358;0,413148761377863;0,278934358454519;0;12;12;12;12;12;12;12;12;3,3451;4,8661;5,75564;63,46294;2,52358798870471;4,43990785549724;4,39655885734769;62,9513685508496;1,7035;1,9925;2,68275;20,3555;4,51525;5,5915;7,54875;74,06675;7;5,12998388826686;4;8;3;2,33727558128201;3;3
45;"poun_base_0.8_5";"poun_base_0.8";"Stochastic bad x4";"base";0,8;50;101;0,990366019676551;0,976021471748904;1,01149505607527;0,00773411458394599;0,988346389354389;0,992488586092201;0,98384504360744;0,995978014843409;52,250660873762;52,2886903226296;41,4982424950079;64,0648819921609;4,26450503954489;51,0623220770327;53,3373808479283;49,9695288121062;54,5154327728976;9,19784629273147;9,19784629273147;9,19784629273147;9,19784629273147;0;9,19784629273147;9,19784629273147;9,19784629273147;9,19784629273147;21,3928630749992;21,3928630749992;21,3928630749992;21,3928630749992;0;21,3928630749992;21,3928630749992;21,3928630749992;21,3928630749992;14,2857142857143;14,2857142857143;14,2857142857143;14,2857142857143;0;14,2857142857143;14,2857142857143;14,2857142857143;14,2857142857143;10239,9631361167;249,99910000285;249,99910000285;249999,10000285;49437,5007895288;249,99910000285;25224,9091902876;249,99910000285;249,99910000285;10;10,8824235040752;10,8250154359695;10,7508022173348;11,0419157998772;1,99802091674553;2,16803498039219;2,29284396227206;2,00101149808954;9,90584382537481;10,8642487439432;10,4811119039604;11,9046333885397;12;12;12;12;0,85882;0,99834;1,08872;2,71792;1,05119884310967;1,25373731275246;1,43027930824432;4,36726834643761;-0,00975;0,0865;0,048;0,19925;1,42225;1,9575;1,81075;3,59075;19;21,6924484289022;5;21;6;10,6583492231802;3;3
46;"poun_base_0.9_1";"poun_base_0.9";"Deterministic";"base";0,9;1;101;1,1539600855664;1,1539600855664;1,1539600855664;NA;NA;NA;1,1539600855664;1,1539600855664;11,9353844852362;11,9353844852362;11,9353844852362;11,9353844852362;NA;NA;NA;11,9353844852362;11,9353844852362;8,88778897775175;8,88778897775175;8,88778897775175;8,88778897775175;NA;NA;NA;8,88778897775175;8,88778897775175;21,3928630749992;21,3928630749992;21,3928630749992;21,3928630749992;NA;NA;NA;21,3928630749992;21,3928630749992;14,2857142857143;14,2857142857143;14,2857142857143;14,2857142857143;NA;NA;NA;14,2857142857143;14,2857142857143;27,7776777780944;27,7776777780944;27,7776777780944;27,7776777780944;NA;NA;NA;27,7776777780944;27,7776777780944;10;12;12;12;12;NA;NA;NA;NA;12;12;12;12;12;12;12;12;149,2;353,6;627,9;1656069,1;NA;NA;NA;NA;149,2;353,6;627,9;1656069,1;149,2;353,6;627,9;1656069,1;3;NA;3;3;2;NA;2;2
47;"poun_base_0.9_2";"poun_base_0.9";"Stochastic uniform";"base";0,9;50;101;1,11234949576764;1,09018984377182;1,12861247780945;0,00897730558147673;1,10971600413338;1,11482424950073;1,1083437267532;1,11862663511081;22,4164571896636;22,4332465044595;15,100271694752;30,1383024345662;3,11560024794904;21,5559221126113;23,2743358097339;20,6092541645282;24,259350997739;8,88778897775175;8,88778897775175;8,88778897775175;8,88778897775175;0;8,88778897775175;8,88778897775175;8,88778897775175;8,88778897775175;21,3928630749992;21,3928630749992;21,3928630749992;21,3928630749992;0;21,3928630749992;21,3928630749992;21,3928630749992;21,3928630749992;14,2857142857143;14,2857142857143;14,2857142857143;14,2857142857143;0;14,2857142857143;14,2857142857143;14,2857142857143;14,2857142857143;27,7776777780944;27,7776777780944;27,7776777780944;27,7776777780944;0;27,7776777780944;27,7776777780944;27,7776777780944;27,7776777780944;10;12;12;12;12;0;0;0;0;12;12;12;12;12;12;12;12;57,7437;121,42104;192,87532;146416,84036;20,6604021211138;48,4129494158456;73,5667473743569;74566,3326597513;43,47425;90,72875;139,5165;98244,1705;71,19625;140,48775;231,52925;197051,88525;4;1,02539191113865;4;5;3;1,01196918562428;3;3
48;"poun_base_0.9_3";"poun_base_0.9";"Stochastic equal";"base";0,9;50;101;1,05623628146815;1,03548654152225;1,08311361166708;0,0103846812856897;1,05326699851083;1,05930452542853;1,04930756593223;1,06345336217793;36,2980281218882;35,418409089259;28,5273019932191;45,2756899145252;4,15090847275543;35,1339298329787;37,3621653190657;33,6583735376947;39,3533965676706;15,5270294753875;8,88778897775175;8,88778897775175;24,695504448313;7,5507826985726;13,4720264642145;17,5820324865604;8,88778897775175;24,695504448313;21,3928630749992;21,3928630749992;21,3928630749992;21,3928630749992;0;21,3928630749992;21,3928630749992;21,3928630749992;21,3928630749992;14,2857142857143;14,2857142857143;14,2857142857143;14,2857142857143;0;14,2857142857143;14,2857142857143;14,2857142857143;14,2857142857143;121,110675112492;27,7776777780944;27,7776777780944;249,99910000285;106,147259122403;92,1663348677174;149,99946000171;27,7776777780944;249,99910000285;10;12;12;12;12;0;0;0;0;12;12;12;12;12;12;12;12;16,26014;27,14794;37,98528;3264,11946;8,15406369206702;14,8548741391573;22,4225956416235;3294,65450333672;10,671;16,979;22,257;1127,39;20,0065;34,53375;48,368;3867,617;5;1,78714228617097;4;6;3;1,08345629862049;3;3
49;"poun_base_0.9_4";"poun_base_0.9";"Stochastic bad x2";"base";0,9;50;101;1,02185239713853;0,997893024144198;1,04220362765073;0,0092469704802472;1,01939622058335;1,02441493354282;1,01647583570454;1,02756015454496;45,1508178386128;44,9701843909848;35,4765360727247;56,0917303773787;3,94794003753322;44,0827202291254;46,2476893967239;42,4025364653987;47,9569729985507;24,695504448313;24,695504448313;24,695504448313;24,695504448313;0;24,695504448313;24,695504448313;24,695504448313;24,695504448313;21,3928630749992;21,3928630749992;21,3928630749992;21,3928630749992;0;21,3928630749992;21,3928630749992;21,3928630749992;21,3928630749992;14,2857142857143;14,2857142857143;14,2857142857143;14,2857142857143;0;14,2857142857143;14,2857142857143;14,2857142857143;14,2857142857143;249,99910000285;249,99910000285;249,99910000285;249,99910000285;0;249,99910000285;249,99910000285;249,99910000285;249,99910000285;10;12;12;12;12;0;0;0;0;12;12;12;12;12;12;12;12;5,44536;7,4226;9,25392;143,92358;3,63033882019127;4,6738417008814;4,90888318417931;136,799489264038;2,945;4,126;5,48;54,5715;6,86425;9,96875;12,72275;159,51325;7;5,32993088747932;4;8;3;2,11978050461719;3;3
50;"poun_base_0.9_5";"poun_base_0.9";"Stochastic bad x4";"base";0,9;50;101;0,994290592799012;0,971246329044371;1,01165967052226;0,00863105078070944;0,991810228378726;0,996573540088249;0,989186264897066;1,00079596677431;51,8305043211637;51,8655157937214;41,2439645044608;61,4955263021088;4,25008404244424;50,6192728532504;52,8846799722069;50,1530464588812;54,048916333962;8,88778897775175;8,88778897775175;8,88778897775175;8,88778897775175;0;8,88778897775175;8,88778897775175;8,88778897775175;8,88778897775175;21,3928630749992;21,3928630749992;21,3928630749992;21,3928630749992;0;21,3928630749992;21,3928630749992;21,3928630749992;21,3928630749992;14,2857142857143;14,2857142857143;14,2857142857143;14,2857142857143;0;14,2857142857143;14,2857142857143;14,2857142857143;14,2857142857143;12737,4541451452;249,99910000285;249,99910000285;249999,10000285;52009,8211837631;249,99910000285;30219,8912083445;249,99910000285;249,99910000285;10;11,3081614781369;11,3100071055129;11,2636759490598;11,4107343618845;1,89821974241096;1,96321407593631;2,0803281255361;2,01313885222373;12;12;12;12;12;12;12;12;1,51734;1,75872;1,94344;5,80012;1,47237550126817;1,52551115608734;1,57034545997798;5,77921364130422;0,4575;0,7375;0,7805;1,3945;2,226;2,54625;2,90225;8,3315;13;12,7270241163103;6;13;3;2,29853546984214;3;3
51;"poun_female-hunt 2.5%_0_1";"poun_female-hunt 2.5%_0";"Deterministic";"female-hunt 2.5%";0;1;101;0,906811761488231;0,906811761488231;0,906811761488231;NA;NA;NA;0,906811761488231;0,906811761488231;78,796909637414;78,796909637414;78,796909637414;78,796909637414;NA;NA;NA;78,796909637414;78,796909637414;14686,5203838299;14686,5203838299;14686,5203838299;14686,5203838299;NA;NA;NA;14686,5203838299;14686,5203838299;17,1186369302273;17,1186369302273;17,1186369302273;17,1186369302273;NA;NA;NA;17,1186369302273;17,1186369302273;10,7238605898123;10,7238605898123;10,7238605898123;10,7238605898123;NA;NA;NA;10,7238605898123;10,7238605898123;249999,10000285;249999,10000285;249999,10000285;249999,10000285;NA;NA;NA;249999,10000285;249999,10000285;10;0;0;0;0;NA;NA;NA;NA;0;0;0;0;0;0;0;0;-1;-1;-1;-1;NA;NA;NA;NA;-1;-1;-1;-1;-1;-1;-1;-1;6;NA;6;6;3;NA;3;3
52;"poun_female-hunt 2.5%_0_2";"poun_female-hunt 2.5%_0";"Stochastic uniform";"female-hunt 2.5%";0;50;101;0,912041462938344;0,908804028707321;0,917271164388456;0,0016905247402247;0,91158299244455;0,912489972096041;0,910796295926412;0,913286629950275;72,4176781852834;72,7214511115753;66,0384467331528;76,3667262270785;2,06211553304133;71,8344341668029;72,9766203696606;70,8988135538237;73,9365428167431;14686,5203838299;14686,5203838299;14686,5203838299;14686,5203838299;0;14686,5203838299;14686,5203838299;14686,5203838299;14686,5203838299;17,1186369302273;17,1186369302273;17,1186369302273;17,1186369302273;0;17,1186369302273;17,1186369302273;17,1186369302273;17,1186369302273;10,7238605898123;10,7238605898123;10,7238605898123;10,7238605898123;0;10,7238605898123;10,7238605898123;10,7238605898123;10,7238605898123;249999,10000285;249999,10000285;249999,10000285;249999,10000285;0;249999,10000285;249999,10000285;249999,10000285;249999,10000285;10;0,641516084613524;0,374317374277471;0,261486564456442;0,00173977816862253;0,0754913037910633;0,0504519402832504;0,0376869700759931;0,000371996255804376;0,578940607041084;0,34088096073465;0,234260902151567;0,00148700750962096;0,690361636545968;0,395489483099847;0,27867848952152;0,00197412482360545;-0,93582;-0,96252;-0,97386;-1;0,00753140364184034;0,00501930965250752;0,00374716219155189;0;-0,942;-0,966;-0,977;-1;-0,931;-0,96;-0,97225;-1;12;0,63887656499994;12;13;9;0,350509832753866;9;9
53;"poun_female-hunt 2.5%_0_3";"poun_female-hunt 2.5%_0";"Stochastic equal";"female-hunt 2.5%";0;50;101;0,919502503673838;0,914780830364593;0,924244099655273;0,00227296007092492;0,918894613138613;0,920100183839565;0,917769231193229;0,921131182125444;63,316641313577;63,0007174702334;57,5328047969786;69,0761759960721;2,77257478504219;62,4782280370113;64,0463038825302;61,3299663756278;65,4309008805689;14686,5203838299;14686,5203838299;14686,5203838299;14686,5203838299;0;14686,5203838299;14686,5203838299;14686,5203838299;14686,5203838299;17,1186369302273;17,1186369302273;17,1186369302273;17,1186369302273;0;17,1186369302273;17,1186369302273;17,1186369302273;17,1186369302273;10,7238605898123;10,7238605898123;10,7238605898123;10,7238605898123;0;10,7238605898123;10,7238605898123;10,7238605898123;10,7238605898123;249999,10000285;249999,10000285;249999,10000285;249999,10000285;0;249999,10000285;249999,10000285;249999,10000285;249999,10000285;10;0,868136757426419;0,532785283399886;0,383749410012301;0,00423618780276456;0,151027263232123;0,102451864953129;0,0761298028420072;0,00113188699287383;0,774915981254281;0,447995507599146;0,321236621220051;0,00334801997347841;0,940331714810979;0,59237551449436;0,440027784083684;0,00480009520133072;-0,91318;-0,94674;-0,96164;-0,99982;0,0151586036727042;0,0102475681535291;0,00763119270106688;0,000388087934491604;-0,92275;-0,9555;-0,96775;-1;-0,90625;-0,941;-0,956;-1;13;1,01599453638255;13;14;9;0,696639162299235;9;10
54;"poun_female-hunt 2.5%_0_4";"poun_female-hunt 2.5%_0";"Stochastic bad x2";"female-hunt 2.5%";0;50;101;0,922779783249242;0,917769231193229;0,931217034922091;0,00248200543067225;0,92208248972256;0,923467115439828;0,921255698826638;0,924244099655273;59,3189896035751;59,6592152810221;49,0271628608044;65,4309008805689;3,02756997865756;58,5410271393415;60,1331010460375;57,5328047969786;61,1780799124818;14686,5203838299;14686,5203838299;14686,5203838299;14686,5203838299;0;14686,5203838299;14686,5203838299;14686,5203838299;14686,5203838299;17,1186369302273;17,1186369302273;17,1186369302273;17,1186369302273;0;17,1186369302273;17,1186369302273;17,1186369302273;17,1186369302273;10,7238605898123;10,7238605898123;10,7238605898123;10,7238605898123;0;10,7238605898123;10,7238605898123;10,7238605898123;10,7238605898123;249999,10000285;249999,10000285;249999,10000285;249999,10000285;0;249999,10000285;249999,10000285;249999,10000285;249999,10000285;10;0,968351270556009;0,608434536275599;0,447416329240975;0,00612603469204381;0,13285511502321;0,0939460937366515;0,0757181862181808;0,00191718169997633;0,877123756988921;0,555228838212678;0,396861755901166;0,00481623338162405;1,0428728842691;0,656581892464593;0,490225618731274;0,00694830454887387;-0,90312;-0,93918;-0,9552;-0,9993;0,0133089504945096;0,0093758047273668;0,00755388803794416;0,000462910049886276;-0,912;-0,94475;-0,96;-1;-0,896;-0,93425;-0,95125;-0,999;14;1,0515294982616;14;15;10;0,651841974088562;10;10
55;"poun_female-hunt 2.5%_0_5";"poun_female-hunt 2.5%_0";"Stochastic bad x4";"female-hunt 2.5%";0;50;101;0,926475438940655;0,920259565217092;0,931715101726863;0,00247553098694968;0,925797819052762;0,927162771131241;0,925240233264819;0,928228634093455;54,8109993774028;54,4950755340592;48,4196170082205;62,3931716176495;3,01967240067457;53,9965841620141;55,6740182609982;52,6724379763076;56,3177130918108;14686,5203838299;14686,5203838299;14686,5203838299;14686,5203838299;0;14686,5203838299;14686,5203838299;14686,5203838299;14686,5203838299;17,1186369302273;17,1186369302273;17,1186369302273;17,1186369302273;0;17,1186369302273;17,1186369302273;17,1186369302273;17,1186369302273;10,7238605898123;10,7238605898123;10,7238605898123;10,7238605898123;0;10,7238605898123;10,7238605898123;10,7238605898123;10,7238605898123;247501,608993821;249999,10000285;125124,549551426;249999,10000285;17659,9282843647;242506,626975765;249999,10000285;249999,10000285;249999,10000285;10;1,08838241140313;0,703910868829484;0,518558808443928;0,00908391429607204;0,177796484672569;0,120058962821619;0,0841642015870992;0,00237927173783134;0,955890127549073;0,612219513805998;0,453849928956277;0,00748758852007509;1,19734440170424;0,782109389866683;0,584324510936055;0,0106785033594249;-0,89116;-0,92954;-0,94816;-0,999;0,0178008942678365;0,0120207473705647;0,00842096509084465;0,000202030508910442;-0,90475;-0,93875;-0,95475;-0,999;-0,8805;-0,92175;-0,94125;-0,999;14;1,02399776785471;14;15;10;0,857142857142857;10;11
56;"poun_female-hunt 2.5%_0.1_1";"poun_female-hunt 2.5%_0.1";"Deterministic";"female-hunt 2.5%";0,1;1;101;0,956618441965496;0,956618441965496;0,956618441965496;NA;NA;NA;0,956618441965496;0,956618441965496;18,042324379027;18,042324379027;18,042324379027;18,042324379027;NA;NA;NA;18,042324379027;18,042324379027;23,143505818386;23,143505818386;23,143505818386;23,143505818386;NA;NA;NA;23,143505818386;23,143505818386;17,1186369302273;17,1186369302273;17,1186369302273;17,1186369302273;NA;NA;NA;17,1186369302273;17,1186369302273;10,7238605898123;10,7238605898123;10,7238605898123;10,7238605898123;NA;NA;NA;10,7238605898123;10,7238605898123;249,99910000285;249,99910000285;249,99910000285;249,99910000285;NA;NA;NA;249,99910000285;249,99910000285;10;2;1;1;0;NA;NA;NA;NA;2;1;1;0;2;1;1;0;-0,8;-0,9;-0,9;-1;NA;NA;NA;NA;-0,8;-0,9;-0,9;-1;-0,8;-0,9;-0,9;-1;12;NA;12;12;6;NA;6;6
57;"poun_female-hunt 2.5%_0.1_2";"poun_female-hunt 2.5%_0.1";"Stochastic uniform";"female-hunt 2.5%";0,1;50;101;0,951358856507097;0,948649373089133;0,954626174746405;0,00149304797864785;0,950940480391088;0,951797155295296;0,950143573503451;0,952509390826121;24,4580085823127;24,7253287574496;20,4725077893625;27,7630580203689;1,82123180754897;24,0205755684523;25,0047998496382;23,0545776628439;25,9404204626173;23,143505818386;23,143505818386;23,143505818386;23,143505818386;0;23,143505818386;23,143505818386;23,143505818386;23,143505818386;17,1186369302273;17,1186369302273;17,1186369302273;17,1186369302273;0;17,1186369302273;17,1186369302273;17,1186369302273;17,1186369302273;10,7238605898123;10,7238605898123;10,7238605898123;10,7238605898123;0;10,7238605898123;10,7238605898123;10,7238605898123;10,7238605898123;249,99910000285;249,99910000285;249,99910000285;249,99910000285;0;249,99910000285;249,99910000285;249,99910000285;249,99910000285;10;2,36979861475356;1,7756771981302;1,46500222592441;0,0983874052849374;0,154056923401361;0,136149773083989;0,119298904752028;0,013305809621798;2,29678254579068;1,69094471796913;1,37088869829128;0,0872183003060986;2,51592180387879;1,85643560990003;1,55185192425121;0,108101276412008;-0,76304;-0,82248;-0,85352;-0,9901;0,0154338086349285;0,01365200142313;0,0118790503296642;0,00131319830791788;-0,77075;-0,831;-0,86275;-0,991;-0,74825;-0,814;-0,845;-0,989;20;1,1773370158878;19;21;13;0,989949493661167;13;15
58;"poun_female-hunt 2.5%_0.1_3";"poun_female-hunt 2.5%_0.1";"Stochastic equal";"female-hunt 2.5%";0,1;50;101;0,943718511721884;0,939186103798453;0,949147439893906;0,00198781521974081;0,943210234547614;0,944276595576632;0,942672571431862;0,945038388754532;33,7777619609492;33,8385165462076;27,1555121677851;39,3064292194625;2,42475282609508;33,1577614183874;34,4342152546661;32,167765451602;35,0536082513754;23,143505818386;23,143505818386;23,143505818386;23,143505818386;0;23,143505818386;23,143505818386;23,143505818386;23,143505818386;17,1186369302273;17,1186369302273;17,1186369302273;17,1186369302273;0;17,1186369302273;17,1186369302273;17,1186369302273;17,1186369302273;10,7238605898123;10,7238605898123;10,7238605898123;10,7238605898123;0;10,7238605898123;10,7238605898123;10,7238605898123;10,7238605898123;249,99910000285;249,99910000285;249,99910000285;249,99910000285;0;249,99910000285;249,99910000285;249,99910000285;249,99910000285;10;1,90947901462503;1,35686426655054;1,08268327684029;0,0495811518800275;0,21550244195595;0,161346407792996;0,14074971783659;0,00981337528124111;1,73911679324865;1,2313545247692;0,97593188903923;0,0443804355637279;2,05375663850054;1,47203284521545;1,16955768772919;0,0544129628692845;-0,8091;-0,8644;-0,89176;-0,99502;0,0214573616119722;0,0162380254152947;0,0140095594185556;0,00107835854095804;-0,826;-0,877;-0,90275;-0,996;-0,795;-0,853;-0,883;-0,995;18;1,32480264221367;17;19;12;1,1780301787479;12;13
59;"poun_female-hunt 2.5%_0.1_4";"poun_female-hunt 2.5%_0.1";"Stochastic bad x2";"female-hunt 2.5%";0,1;50;101;0,940162314735807;0,934703502555499;0,945162905455725;0,00240229725197454;0,939504866553507;0,940849646926394;0,938314486890101;0,942174504627089;38,1156393483981;38,0913375142947;32,015878988456;44,7743418927173;2,93034130788334;37,252924237729;38,9422054808384;35,6611541039592;40,3696344614842;23,143505818386;23,143505818386;23,143505818386;23,143505818386;0;23,143505818386;23,143505818386;23,143505818386;23,143505818386;17,1186369302273;17,1186369302273;17,1186369302273;17,1186369302273;0;17,1186369302273;17,1186369302273;17,1186369302273;17,1186369302273;10,7238605898123;10,7238605898123;10,7238605898123;10,7238605898123;0;10,7238605898123;10,7238605898123;10,7238605898123;10,7238605898123;249,99910000285;249,99910000285;249,99910000285;249,99910000285;0;249,99910000285;249,99910000285;249,99910000285;249,99910000285;10;1,7160191589727;1,19077437127169;0,934495159256922;0,0358206444769412;0,196812585858916;0,14537363817321;0,1327405304985;0,00846675386068555;1,59759465612517;1,11683736480893;0,858523276253666;0,0297053740161045;1,84191854991465;1,28378488232357;1,00534885961679;0,0421830724860305;-0,82836;-0,88094;-0,90652;-0,9964;0,0196912494809864;0,0145004011204194;0,0132376087611882;0,000880630571852712;-0,8405;-0,88875;-0,914;-0,997;-0,816;-0,8715;-0,89925;-0,996;17;1,2323861043537;17;18;11;0,980628702956029;11;12
60;"poun_female-hunt 2.5%_0.1_5";"poun_female-hunt 2.5%_0.1";"Stochastic bad x4";"female-hunt 2.5%";0,1;50;101;0,936785421799449;0,931715101726863;0,941178371017544;0,00242480449911315;0,936147647255937;0,937442869981749;0,935201569360272;0,93868803699368;42,2348002289167;42,0403855560899;36,876245809127;48,4196170082205;2,95779582707858;41,4811395987864;43,0367607543274;39,9139750720463;44,1667960401334;23,143505818386;23,143505818386;23,143505818386;23,143505818386;0;23,143505818386;23,143505818386;23,143505818386;23,143505818386;17,1186369302273;17,1186369302273;17,1186369302273;17,1186369302273;0;17,1186369302273;17,1186369302273;17,1186369302273;17,1186369302273;10,7238605898123;10,7238605898123;10,7238605898123;10,7238605898123;0;10,7238605898123;10,7238605898123;10,7238605898123;10,7238605898123;5244,98111805979;249,99910000285;249,99910000285;125124,549551426;24718,7503947644;249,99910000285;12737,4541451452;249,99910000285;249,99910000285;10;1,52669400589129;1,04356550098314;0,81890346473076;0,0259411505433753;0,176493903942617;0,134758170891677;0,112659362749284;0,00585219873805915;1,43038243093187;0,946977576914123;0,758702770508451;0,0219850801155864;1,65664646225347;1,16204841385556;0,913418442565539;0,0302436921739434;-0,84738;-0,8956;-0,91808;-0,99732;0,0176391146985028;0,0135073676040832;0,0113080069158169;0,00062073031378287;-0,857;-0,9055;-0,924;-0,998;-0,83425;-0,8835;-0,9085;-0,997;16;1,33722221986704;16;18;11;0,991597350804473;11;12
61;"poun_female-hunt 2.5%_0.2_1";"poun_female-hunt 2.5%_0.2";"Deterministic";"female-hunt 2.5%";0,2;1;101;0,992898345408849;0,992898345408849;0,992898345408849;NA;NA;NA;0,992898345408849;0,992898345408849;15,0192381598821;15,0192381598821;15,0192381598821;15,0192381598821;NA;NA;NA;15,0192381598821;15,0192381598821;15,4348479388553;15,4348479388553;15,4348479388553;15,4348479388553;NA;NA;NA;15,4348479388553;15,4348479388553;17,1186369302273;17,1186369302273;17,1186369302273;17,1186369302273;NA;NA;NA;17,1186369302273;17,1186369302273;10,7238605898123;10,7238605898123;10,7238605898123;10,7238605898123;NA;NA;NA;10,7238605898123;10,7238605898123;124,999550001425;124,999550001425;124,999550001425;124,999550001425;NA;NA;NA;124,999550001425;124,999550001425;10;7;7;7;4;NA;NA;NA;NA;7;7;7;4;7;7;7;4;-0,3;-0,3;-0,3;-0,6;NA;NA;NA;NA;-0,3;-0,3;-0,3;-0,6;-0,3;-0,3;-0,3;-0,6;72;NA;72;72;32;NA;32;32
62;"poun_female-hunt 2.5%_0.2_2";"poun_female-hunt 2.5%_0.2";"Stochastic uniform";"female-hunt 2.5%";0,2;50;101;0,980833134853573;0,973184439660275;0,987413355615762;0,00288696383065025;0,980093411452944;0,981644237016579;0,979075232764379;0,982982945983392;21,6963494155057;21,9426251314588;17,1744152017396;26,2846743817428;2,00237809273286;21,1610689737229;22,2205809024024;20,265048473494;22,944636496909;15,4348479388553;15,4348479388553;15,4348479388553;15,4348479388553;0;15,4348479388553;15,4348479388553;15,4348479388553;15,4348479388553;17,1186369302273;17,1186369302273;17,1186369302273;17,1186369302273;0;17,1186369302273;17,1186369302273;17,1186369302273;17,1186369302273;10,7238605898123;10,7238605898123;10,7238605898123;10,7238605898123;0;10,7238605898123;10,7238605898123;10,7238605898123;10,7238605898123;124,999550001425;124,999550001425;124,999550001425;124,999550001425;0;124,999550001425;124,999550001425;124,999550001425;124,999550001425;10;6,68889781261293;6,09561709761955;5,72063258000204;2,2109379266682;0,918612517829729;0,858958290206279;0,869509106230595;0,537516213023436;6,05289485452876;5,57622367194302;5,09280591237549;1,83189000093752;7,34432427640147;6,48146269039031;6,12558485467677;2,55700108074528;-0,33114;-0,39042;-0,42792;-0,77892;0,0918690305571481;0,0858919800965024;0,0869531518246745;0,053706625593618;-0,3945;-0,44275;-0,49075;-0,81675;-0,26575;-0,35175;-0,38725;-0,74425;53;9,44641169320663;46;58;33;7,2927137246287;29;37
63;"poun_female-hunt 2.5%_0.2_3";"poun_female-hunt 2.5%_0.2";"Stochastic equal";"female-hunt 2.5%";0,2;50;101;0,96217095540227;0,955825600165224;0,974088309776065;0,00357205967038828;0,961169480697766;0,963179938248335;0,959427397165827;0,964720236372551;31,9345163875185;32,281627143348;23,9451835579817;36,0629411387127;2,49559156263711;31,2419420316409;32,6070968071551;30,4514318700485;33,7234503149516;19,2891768786206;19,2891768786206;15,4348479388553;23,143505818386;3,81479631586095;18,2870513542816;20,3703161462248;15,4348479388553;23,143505818386;17,1186369302273;17,1186369302273;17,1186369302273;17,1186369302273;0;17,1186369302273;17,1186369302273;17,1186369302273;17,1186369302273;10,7238605898123;10,7238605898123;10,7238605898123;10,7238605898123;0;10,7238605898123;10,7238605898123;10,7238605898123;10,7238605898123;187,499325002137;187,499325002137;124,999550001425;249,99910000285;61,8587347216327;169,999388001938;204,999262002337;124,999550001425;249,99910000285;10;3,96129181799679;3,25108580892588;2,82364256684781;0,424278262115526;0,664727843688521;0,63858324425439;0,611433944050482;0,168787980998024;3,52088882403977;2,84029637094368;2,41761372170383;0,308804026422155;4,4221820246536;3,664236773408;3,2422111223875;0,515622887376854;-0,6038;-0,6749;-0,71764;-0,95754;0,0664775549048132;0,0638650522426717;0,0612008269918781;0,0169563786083646;-0,64775;-0,71575;-0,758;-0,969;-0,55775;-0,6335;-0,67575;-0,948;28;4,21217865000902;26;31;19;2,88160952757096;17;21
