"modelkey";"modelid";"akey";"modelf";"typef";"first_year";"count_runs";"count_years";"lambda_mean";"lambda_min";"lambda_max";"lambda_sd";"lambda_boot_lcl";"lambda_boot_ucl";"lambda_q25";"lambda_q75";"gen_mean";"gen_min";"gen_max";"gen_sd";"gen_boot_lcl";"gen_boot_ucl";"gen_q25";"gen_q75"
149;"poun_female-hunt 5%_0.9_4";"poun_female-hunt 5%_0.9";"Stochastic bad x2";"female-hunt 5%";0,9;50;101;0,983319272915809;0,956627182464933;1,00328166874388;0,00933379777259145;0,980783581897835;0,985860847168161;0,976923852867619;0,989243059315194;29,5309000392673;24,8334561354324;34,8971292187626;2,50353616325157;28,8384374647571;30,2349105475573;27,2492497400066;31,0290066100872
150;"poun_female-hunt 5%_0.9_5";"poun_female-hunt 5%_0.9";"Stochastic worst x4";"female-hunt 5%";0,9;50;101;0,953842512080987;0,934217278080283;0,98166902784399;0,00980392269668918;0,95120579897931;0,956679243096757;0,947336148383382;0,959006971065406;34,0255342877108;29,900685314167;40,7420695803948;2,50230901387871;33,3875958356822;34,7179880866665;32,4813356141884;35,8398129511863
151;"poun_female-hunt 10%_0_1";"poun_female-hunt 10%_0";"Deterministic";"female-hunt 10%";0;1;101;0,837079201317298;0,837079201317298;0,837079201317298;NA;NA;NA;0,837079201317298;0,837079201317298;46,9332739470926;46,9332739470926;46,9332739470926;NA;NA;NA;46,9332739470926;46,9332739470926
152;"poun_female-hunt 10%_0_2";"poun_female-hunt 10%_0";"Stochastic uniform";"female-hunt 10%";0;50;101;0,843383715601278;0,838866870774003;0,849592887514233;0,00197850510681974;0,842835496967888;0,843956067772333;0,842442209687413;0,844229879144118;43,3633059638006;39,8473261541689;45,9209956909606;1,12034005602534;43,0729508173334;43,6604096319753;42,8841609225648;43,8964391786967
153;"poun_female-hunt 10%_0_3";"poun_female-hunt 10%_0";"Stochastic equal";"female-hunt 10%";0;50;101;0,851750008658657;0,846017548600823;0,859127124616659;0,00302144908291666;0,850891629374529;0,852572634553651;0,849145970150057;0,853764116246544;38,625843725103;34,4485087881319;41,8718826664328;1,71091316528048;38,1600270142397;39,0646663491362;37,4853435565277;40,1003957182019
154;"poun_female-hunt 10%_0_4";"poun_female-hunt 10%_0";"Stochastic bad x2";"female-hunt 10%";0;50;101;0,856922332286723;0,851380556970938;0,862106573711168;0,00297153391995869;0,856111922133017;0,857757173923004;0,85391308870127;0,859127124616659;35,6969853040279;32,7613783612453;38,835047898037;1,68264841313398;35,2313373062073;36,1491362584336;34,4485087881319;37,4009870351834
155;"poun_female-hunt 10%_0_5";"poun_female-hunt 10%_0";"Stochastic worst x4";"female-hunt 10%";0;50;101;0,861153150000925;0,855551785703249;0,868065471900184;0,0027975625337152;0,860414246625487;0,861951642358253;0,859276097071385;0,862702463530069;33,301260097849;29,3871175074722;36,4730653003958;1,5841361010156;32,8354433869856;33,7129199220093;32,423952275868;34,3641522667876
156;"poun_female-hunt 10%_0.1_1";"poun_female-hunt 10%_0.1";"Deterministic";"female-hunt 10%";0,1;1;101;0,896668183207464;0,896668183207464;0,896668183207464;NA;NA;NA;0,896668183207464;0,896668183207464;13,190665409361;13,190665409361;13,190665409361;NA;NA;NA;13,190665409361;13,190665409361
157;"poun_female-hunt 10%_0.1_2";"poun_female-hunt 10%_0.1";"Stochastic uniform";"female-hunt 10%";0,1;50;101;0,890721202814825;0,887729835923939;0,893688734112955;0,00148663243998398;0,890303781996685;0,891126407891678;0,889517505380644;0,891901064656251;16,5581777414266;14,8777958362476;18,2520566900207;0,841814289667376;16,315230959955;16,7876274794832;15,8900740923795;17,2397784338888
158;"poun_female-hunt 10%_0.1_3";"poun_female-hunt 10%_0.1";"Stochastic equal";"female-hunt 10%";0,1;50;101;0,882045047051617;0,874024370089201;0,886538056286136;0,00229751764839246;0,881448859287806;0,882640936870519;0,881175047916021;0,883558607191627;21,4711015445203;18,9269088607754;26,012856653699;1,30098276827634;21,1132611809777;21,8692643252656;20,614039287662;21,9637436291712
159;"poun_female-hunt 10%_0.1_4";"poun_female-hunt 10%_0.1";"Stochastic bad x2";"female-hunt 10%";0,1;50;101;0,876836970034417;0,869257251537987;0,882962717372726;0,00324386817694078;0,875954755157533;0,877754640355525;0,874620259908102;0,87923840600459;24,4202055307181;20,9514653730393;28,7122653367175;1,83685927449252;23,9273947330245;24,9195961370765;23,0603784066475;25,6754305683217
160;"poun_female-hunt 10%_0.1_5";"poun_female-hunt 10%_0.1";"Stochastic worst x4";"female-hunt 10%";0,1;50;101;0,872808754858641;0,865681912624578;0,879983268278217;0,00296105349259135;0,872010262501313;0,873583411623214;0,871044920994693;0,875067177272279;26,7012058678687;22,6385957999258;30,7368218489814;1,67671381001195;26,2691317655431;27,1737711004397;25,4223610042887;27,6999870805856
161;"poun_female-hunt 10%_0.2_1";"poun_female-hunt 10%_0.2";"Deterministic";"female-hunt 10%";0,2;1;101;0,936979222247523;0,936979222247523;0,936979222247523;NA;NA;NA;0,936979222247523;0,936979222247523;11,4534191094108;11,4534191094108;11,4534191094108;NA;NA;NA;11,4534191094108;11,4534191094108
162;"poun_female-hunt 10%_0.2_2";"poun_female-hunt 10%_0.2";"Stochastic uniform";"female-hunt 10%";0,2;50;101;0,922591116028674;0,917349673851683;0,928356227687406;0,002760700037556;0,921863045281532;0,923339263169715;0,920364226012988;0,924360226850197;15,3281135411199;13,3837640182904;17,2518031244364;0,934047793409633;15,0781469242609;15,5855185666191;14,5263357469186;15,9498730561758
163;"poun_female-hunt 10%_0.2_3";"poun_female-hunt 10%_0.2";"Stochastic equal";"female-hunt 10%";0,2;50;101;0,902666764753062;0,891130234381128;0,911916459347974;0,00410005341743538;0,90147024117106;0,903766231949982;0,899564765536373;0,905309016739861;20,3891048304914;17,2097089100506;24,340424803586;1,64779924204036;19,8988277151171;20,853786342307;19,4297056310589;21,8134038074495
164;"poun_female-hunt 10%_0.2_4";"poun_female-hunt 10%_0.2";"Stochastic bad x2";"female-hunt 10%";0,2;50;101;0,890842072340159;0,882139232497408;0,898911905093647;0,0041922319760132;0,889646177011494;0,8919563244311;0,888124457986522;0,89346559879961;23,7106475285868;19,6859494603016;27,5336117389773;1,72843294746561;23,2754587204046;24,1850976967856;22,5088027064133;25,1281979838374
165;"poun_female-hunt 10%_0.2_5";"poun_female-hunt 10%_0.2";"Stochastic worst x4";"female-hunt 10%";0,2;50;101;0,881022395210443;0,871921347909087;0,889868248609731;0,0039730309872486;0,879919180743381;0,882100913484736;0,878760989036128;0,883177579937416;26,4282843181972;21,971092917558;31,0468522967465;1,9085479973758;25,9332591648541;26,9600972492978;25,2628345720835;27,4350570198432
166;"poun_female-hunt 10%_0.3_1";"poun_female-hunt 10%_0.3";"Deterministic";"female-hunt 10%";0,3;1;101;0,968514482562383;0,968514482562383;0,968514482562383;NA;NA;NA;0,968514482562383;0,968514482562383;10,630388699733;10,630388699733;10,630388699733;NA;NA;NA;10,630388699733;10,630388699733
167;"poun_female-hunt 10%_0.3_2";"poun_female-hunt 10%_0.3";"Stochastic uniform";"female-hunt 10%";0,3;50;101;0,948871146049204;0,94017763445303;0,956790904370637;0,00404608474871592;0,947743873719973;0,950001514931993;0,94592109438784;0,951827194016701;14,4796533062881;12,0267084623091;16,3830546919923;1,04109981651983;14,1718208550782;14,7759008128236;13,8226506493549;15,2619646757012
168;"poun_female-hunt 10%_0.3_3";"poun_female-hunt 10%_0.3";"Stochastic equal";"female-hunt 10%";0,3;50;101;0,91794892454222;0,904550559287874;0,929874006194046;0,00593571701300956;0,916327855214262;0,919629843958954;0,913308355624437;0,922662041779903;20,179002312317;16,1178467947781;23,9764677137158;1,76656767547391;19,720766874611;20,6608473740467;18,9004644708596;21,7662911400039
169;"poun_female-hunt 10%_0.3_4";"poun_female-hunt 10%_0.3";"Stochastic bad x2";"female-hunt 10%";0,3;50;101;0,901802710257534;0,893177724565734;0,913260736276439;0,00505705448272899;0,900505795924034;0,9032596149597;0,897790691450064;0,906154368982607;23,4356822402832;19,9529574562843;26,517669681031;1,59942469326488;23,016263451592;23,8742421564335;22,1706822500518;24,7013778903816
170;"poun_female-hunt 10%_0.3_5";"poun_female-hunt 10%_0.3";"Stochastic worst x4";"female-hunt 10%";0,3;50;101;0,888892934397144;0,880752659434775;0,899381769104046;0,00467131203244542;0,887630134399576;0,890097623924066;0,885169034516381;0,892673764627818;25,8814093646013;21,9473210883263;29,2380910180201;1,75413963850135;25,3607896791647;26,3579980577214;24,5792802687598;26,9401153381196
171;"poun_female-hunt 10%_0.4_1";"poun_female-hunt 10%_0.4";"Deterministic";"female-hunt 10%";0,4;1;101;0,994835943527529;0,994835943527529;0,994835943527529;NA;NA;NA;0,994835943527529;0,994835943527529;10,1215441607542;10,1215441607542;10,1215441607542;NA;NA;NA;10,1215441607542;10,1215441607542
172;"poun_female-hunt 10%_0.4_2";"poun_female-hunt 10%_0.4";"Stochastic uniform";"female-hunt 10%";0,4;50;101;0,969911722370374;0,959392300957587;0,980252048944309;0,00513834802701198;0,968575936747951;0,971290978939779;0,96648275028582;0,973073756741227;14,0568581039697;11,9009254770685;16,2569506264569;1,03405120105864;13,7709238348011;14,3354421822517;13,2736482279423;14,6771065042945
173;"poun_female-hunt 10%_0.4_3";"poun_female-hunt 10%_0.4";"Stochastic equal";"female-hunt 10%";0,4;50;101;0,93317701155759;0,914903457924236;0,946420390081375;0,00758419930267364;0,931019622066137;0,93514784311995;0,927156318740499;0,938304341712517;19,5855929761488;16,3186875553679;22,8220340669645;1,58042911418088;19,1972254026747;19,9813831125565;18,5655781061864;20,6670399016349
174;"poun_female-hunt 10%_0.4_4";"poun_female-hunt 10%_0.4";"Stochastic bad x2";"female-hunt 10%";0,4;50;101;0,908444235554685;0,894043709937513;0,92535054006005;0,00702701569649706;0,906564523973282;0,910438659180161;0,903684800219823;0,912948706789061;23,559553031821;20,0612429589739;26,9020155559478;1,69882007749301;23,0773211441396;24,0278242287385;22,193218714939;24,7700397999827
175;"poun_female-hunt 10%_0.4_5";"poun_female-hunt 10%_0.4";"Stochastic worst x4";"female-hunt 10%";0,4;50;101;0,892582567176398;0,877847831647284;0,903299012435524;0,00632749876894229;0,890815021997859;0,894398929740436;0,888767643360955;0,897540711128592;26,1340039008111;22,9142849563922;31,6261580031997;1,92936615348959;25,5787270647322;26,6636029157833;24,6704706113724;27,201254877687
176;"poun_female-hunt 10%_0.5_1";"poun_female-hunt 10%_0.5";"Deterministic";"female-hunt 10%";0,5;1;101;1,01763848392833;1,01763848392833;1,01763848392833;NA;NA;NA;1,01763848392833;1,01763848392833;9,76508584110341;9,76508584110341;9,76508584110341;NA;NA;NA;9,76508584110341;9,76508584110341
177;"poun_female-hunt 10%_0.5_2";"poun_female-hunt 10%_0.5";"Stochastic uniform";"female-hunt 10%";0,5;50;101;0,988496299110374;0,968201970957423;1,00014259874732;0,00587948242180337;0,986770445397183;0,990136389249212;0,98567993276903;0,991706043593317;13,6035088276331;11,8632858161809;16,9349408397375;1,06694150254356;13,3214443634696;13,8970071597055;12,7864925056342;14,196144489588
178;"poun_female-hunt 10%_0.5_3";"poun_female-hunt 10%_0.5";"Stochastic equal";"female-hunt 10%";0,5;50;101;0,940784910502606;0,92537401610265;0,957946380450257;0,00764681086589367;0,938855952396645;0,942905700446258;0,934410941917905;0,945867273747576;20,1218748879166;17,1456074852814;23,0531299151087;1,4525909943373;19,7185389082872;20,5201753844634;18,9427862802743;21,2169802790989
179;"poun_female-hunt 10%_0.5_4";"poun_female-hunt 10%_0.5";"Stochastic bad x2";"female-hunt 10%";0,5;50;101;0,917264886067942;0,902479275812712;0,933210200595399;0,00776779100870427;0,915279388162204;0,919383175701562;0,911060322579088;0,922828041845264;23,2625649115049;20,1875741251257;26,4376545117787;1,62387450888093;22,8262766536915;23,6885311424019;22,0545474793458;24,4936056172728
180;"poun_female-hunt 10%_0.5_5";"poun_female-hunt 10%_0.5";"Stochastic worst x4";"female-hunt 10%";0,5;50;101;0,899526613445529;0,8849833906317;0,912067283023355;0,00636937788348648;0,897831253856829;0,901247365750811;0,895194172715353;0,904293830323525;25,7843462474726;22,1881385846039;30,4918994077549;1,71330463588733;25,3089988575604;26,2707385655567;24,9046751654637;26,5318579499058
181;"poun_female-hunt 10%_0.6_1";"poun_female-hunt 10%_0.6";"Deterministic";"female-hunt 10%";0,6;1;101;1,03787836587798;1,03787836587798;1,03787836587798;NA;NA;NA;1,03787836587798;1,03787836587798;9,49636322768652;9,49636322768652;9,49636322768652;NA;NA;NA;9,49636322768652;9,49636322768652
182;"poun_female-hunt 10%_0.6_2";"poun_female-hunt 10%_0.6";"Stochastic uniform";"female-hunt 10%";0,6;50;101;1,00073484923371;0,981965090683183;1,01958611887861;0,00713401170451802;0,998893139503739;1,00252399172346;0,997041297212185;1,00395910687736;13,9181898781;11,626809916374;16,752209462614;1,06426738105904;13,6310690233164;14,2147109546614;13,2258796551463;14,7141203284684
183;"poun_female-hunt 10%_0.6_3";"poun_female-hunt 10%_0.6";"Stochastic equal";"female-hunt 10%";0,6;50;101;0,953576417613765;0,929471908960701;0,977508463014166;0,00892709910612068;0,951162094276188;0,956170939585464;0,949176257786769;0,957340927636971;19,5417868056615;14,944372192224;23,5967435685307;1,69847199967135;19,0343052796442;20,0094729929109;18,7576524413705;20,5463761782531
184;"poun_female-hunt 10%_0.6_4";"poun_female-hunt 10%_0.6";"Stochastic bad x2";"female-hunt 10%";0,6;50;101;0,924716536686187;0,903302940820009;0,94449930792885;0,00931222845897795;0,922175879201682;0,927410012064634;0,91817509434706;0,930669961584877;23,0710424281352;19,6633984984798;26,6655824697167;1,66293987687321;22,643659987637;23,5532962172654;21,6460730999003;24,1188847629918
185;"poun_female-hunt 10%_0.6_5";"poun_female-hunt 10%_0.6";"Stochastic worst x4";"female-hunt 10%";0,6;50;101;0,903678006611099;0,883533515246137;0,915946780512551;0,00671257938168429;0,9016423359624;0,905497357203113;0,899072908326266;0,9084556232018;25,3593642245001;22,2371614489683;27,7837509022723;1,33107252076723;24,970025489199;25,7381290580609;24,3682501602548;26,1280319085182
186;"poun_female-hunt 10%_0.7_1";"poun_female-hunt 10%_0.7";"Deterministic";"female-hunt 10%";0,7;1;101;1,05615453382135;1,05615453382135;1,05615453382135;NA;NA;NA;1,05615453382135;1,05615453382135;9,28373121778287;9,28373121778287;9,28373121778287;NA;NA;NA;9,28373121778287;9,28373121778287
187;"poun_female-hunt 10%_0.7_2";"poun_female-hunt 10%_0.7";"Stochastic uniform";"female-hunt 10%";0,7;50;101;1,01794013273952;0,999773365221993;1,03682336579712;0,00893979484616404;1,01544158072241;1,02047834575922;1,01087610430192;1,02263167067199;13,5385465348072;10,7257722349884;16,1529855847549;1,30217527391278;13,1721825027453;13,8788736789158;12,6961553907644;14,3291124611631
188;"poun_female-hunt 10%_0.7_3";"poun_female-hunt 10%_0.7";"Stochastic equal";"female-hunt 10%";0,7;50;101;0,963652989623037;0,940798359429262;0,983631924210038;0,0105668826742673;0,960794571514111;0,966489261427129;0,956988001928858;0,970531237755636;19,2911692726808;15,9469655169896;22,7629525501812;1,63243942014321;18,8567592028648;19,7196157322613;18,1242498989505;20,4844453154647
189;"poun_female-hunt 10%_0.7_4";"poun_female-hunt 10%_0.7";"Stochastic bad x2";"female-hunt 10%";0,7;50;101;0,93200628123241;0,913492873874336;0,951349042186129;0,0090652201489176;0,929552120549554;0,934491699444121;0,924902293847316;0,938248355731727;22,9202227827033;19,4668303802396;26,8262635665737;1,69910181552103;22,4761923956346;23,3765065244107;21,6734167686372;24,2342955738235
190;"poun_female-hunt 10%_0.7_5";"poun_female-hunt 10%_0.7";"Stochastic worst x4";"female-hunt 10%";0,7;50;101;0,905317676429482;0,885801776418278;0,924849724367874;0,00923521167135605;0,902733031198164;0,907923401868479;0,901237820660645;0,911508030475264;26,1437285670679;23,153645969339;30,7865645490835;1,68180559051406;25,6808054957517;26,5810535734189;25,1986183109804;27,2071896502525
191;"poun_female-hunt 10%_0.8_1";"poun_female-hunt 10%_0.8";"Deterministic";"female-hunt 10%";0,8;1;101;1,07286986829678;1,07286986829678;1,07286986829678;NA;NA;NA;1,07286986829678;1,07286986829678;9,10959963821024;9,10959963821024;9,10959963821024;NA;NA;NA;9,10959963821024;9,10959963821024
192;"poun_female-hunt 10%_0.8_2";"poun_female-hunt 10%_0.8";"Stochastic uniform";"female-hunt 10%";0,8;50;101;1,03206032900556;1,01342892215625;1,04638831032176;0,00792681466311394;1,02991331977326;1,03418099563615;1,02650790238613;1,03564799730731;13,2133778936434;11,0714638453921;15,8252988747008;1,19414388287888;12,896460307686;13,5349715960095;12,2469847323701;14,0871551256748
193;"poun_female-hunt 10%_0.8_3";"poun_female-hunt 10%_0.8";"Stochastic equal";"female-hunt 10%";0,8;50;101;0,968288134919945;0,946914256006345;0,986351474362331;0,00916846685945798;0,965777869104235;0,970698140010733;0,964125986059818;0,974010943254626;19,9849234158511;16,804754659777;22,9491046883064;1,41132767108296;19,5821262904778;20,3482272695139;18,9925538028869;21,1599476171411
194;"poun_female-hunt 10%_0.8_4";"poun_female-hunt 10%_0.8";"Stochastic bad x2";"female-hunt 10%";0,8;50;101;0,937023756698408;0,900947902248252;0,960465806206212;0,0127053703474136;0,933600775233418;0,940239621545313;0,926463610857631;0,947225027218701;22,721992353506;19,5340331768218;28,9491410963308;1,93097210339061;22,2450465784977;23,2495612316306;21,2415689325641;23,927301585976
195;"poun_female-hunt 10%_0.8_5";"poun_female-hunt 10%_0.8";"Stochastic worst x4";"female-hunt 10%";0,8;50;101;0,910797207514077;0,886230225016394;0,929838672104691;0,00834974576614567;0,908592658568414;0,912878353541382;0,905099891526205;0,917536619905704;25,4006308660112;21,996566100227;30,5845200418206;1,87526339764883;24,9048296170823;25,8702433115055;24,2381137713976;26,7401984651078
196;"poun_female-hunt 10%_0.9_1";"poun_female-hunt 10%_0.9";"Deterministic";"female-hunt 10%";0,9;1;101;1,08830984599065;1,08830984599065;1,08830984599065;NA;NA;NA;1,08830984599065;1,08830984599065;8,9632917414483;8,9632917414483;8,9632917414483;NA;NA;NA;8,9632917414483;8,9632917414483
197;"poun_female-hunt 10%_0.9_2";"poun_female-hunt 10%_0.9";"Stochastic uniform";"female-hunt 10%";0,9;50;101;1,0462163772349;1,01553386016977;1,06808264724566;0,0102809334703377;1,04343138592437;1,04924315106396;1,04018978198934;1,05269890214662;12,8168398263238;10,7357334497488;15,7571424178965;1,13605964316661;12,521512815338;13,142567132785;11,9810901136578;13,4364787968648
198;"poun_female-hunt 10%_0.9_3";"poun_female-hunt 10%_0.9";"Stochastic equal";"female-hunt 10%";0,9;50;101;0,97821664442502;0,942419478872248;1,00475999739281;0,0121543500538417;0,975034560397;0,981515926524669;0,972780502273339;0,986863945847043;19,2005077618232;14,9569966532159;24,8284282186277;1,94969820987896;18,711935956138;19,761865423542;17,7309572314647;20,198051314762
199;"poun_female-hunt 10%_0.9_4";"poun_female-hunt 10%_0.9";"Stochastic bad x2";"female-hunt 10%";0,9;50;101;0,941826668208721;0,913077339635867;0,968138433158485;0,0113793082022568;0,938597316602799;0,944945500517395;0,932889807809468;0,951381749174139;23,1617266707972;20,2727941620061;29,1734573999094;1,612828635667;22,7600899522469;23,6148323390247;21,9176508522136;24,0592239484008
200;"poun_female-hunt 10%_0.9_5";"poun_female-hunt 10%_0.9";"Stochastic worst x4";"female-hunt 10%";0,9;50;101;0,912176145360419;0,884121441912868;0,939053788264359;0,0107849790329164;0,909316374189387;0,91492104671808;0,906104123321787;0,919869396702441;25,7679545236047;22,8476730591544;29,8490733787197;1,84530151750433;25,256357265438;26,2674547509556;24,4183597581594;26,7171227027959
201;"poun_female-hunt 25%_0_1";"poun_female-hunt 25%_0";"Deterministic";"female-hunt 25%";0;1;101;0,697646565555005;0,697646565555005;0,697646565555005;NA;NA;NA;0,697646565555005;0,697646565555005;25,4056171741893;25,4056171741893;25,4056171741893;NA;NA;NA;25,4056171741893;25,4056171741893
202;"poun_female-hunt 25%_0_2";"poun_female-hunt 25%_0";"Stochastic uniform";"female-hunt 25%";0;50;101;0,706899437399219;0,699382564024839;0,711534553313675;0,00270882295186934;0,70618724402697;0,707628990756166;0,705458558669257;0,708062556374007;23,6806463946934;22,8165428334825;25,081982881601;0,504993532545761;23,5446390832331;23,829518169284;23,4638114186592;23,9492628575417
203;"poun_female-hunt 25%_0_3";"poun_female-hunt 25%_0";"Stochastic equal";"female-hunt 25%";0;50;101;0,718374387284819;0,711534553313675;0,725422541072344;0,00346596885484957;0,717419588126411;0,71927754048875;0,715874549488259;0,72108254489776;21,5414237206843;20,2274684927756;22,8165428334825;0,646144796763553;21,3763702314643;21,7129498957562;21,0365542242465;22,0074571020116
204;"poun_female-hunt 25%_0_4";"poun_female-hunt 25%_0";"Stochastic bad x2";"female-hunt 25%";0;50;101;0,726811339848211;0,720214545662843;0,734102533421512;0,00338680908512416;0,725839180705104;0,72773185303684;0,724554541837427;0,729545537438199;19,9685610587049;18,6092970298338;21,1983713705407;0,63138740122334;19,8065820952644;20,1499580797007;19,4588370478783;20,3892856390698
205;"poun_female-hunt 25%_0_5";"poun_female-hunt 25%_0";"Stochastic worst x4";"female-hunt 25%";0;50;101;0,731481175732064;0,721950544132677;0,743650525005598;0,00469398142709821;0,730230388834548;0,732696808660565;0,727375539350907;0,733885533612783;19,0979848116422;16,8293084205978;20,8747370779523;0,87507759078115;18,8648872124055;19,3246097250272;18,6497513164074;19,8633799136137
206;"poun_female-hunt 25%_0.1_1";"poun_female-hunt 25%_0.1";"Deterministic";"female-hunt 25%";0,1;1;101;0,784446489046689;0,784446489046689;0,784446489046689;NA;NA;NA;0,784446489046689;0,784446489046689;9,22390254477144;9,22390254477144;9,22390254477144;NA;NA;NA;9,22390254477144;9,22390254477144
207;"poun_female-hunt 25%_0.1_2";"poun_female-hunt 25%_0.1";"Stochastic uniform";"female-hunt 25%";0,1;50;101;0,776339376192566;0,769690502053103;0,780106492872105;0,00236323102438894;0,775679696774029;0,776999055611103;0,775115497271333;0,778153494593542;10,7352746911591;10,0329882762423;11,9747940317725;0,440566402615696;10,6187663458273;10,8614920652685;10,3970768554042;10,9634368674339
208;"poun_female-hunt 25%_0.1_3";"poun_female-hunt 25%_0.1";"Stochastic equal";"female-hunt 25%";0,1;50;101;0,763701307332177;0,754934515059517;0,769690502053103;0,00370446430784279;0,762659274250659;0,76470818644468;0,761010509703934;0,766869504539623;13,0913323412023;11,9747940317725;14,7256855187735;0,690606418450577;12,9100162287797;13,3016946313847;12,5006997572286;13,5929654947143
209;"poun_female-hunt 25%_0.1_4";"poun_female-hunt 25%_0.1";"Stochastic bad x2";"female-hunt 25%";0,1;50;101;0,75573307435564;0,747990521180182;0,765350505878519;0,00373994853205276;0,754778275197232;0,756757313452842;0,752547517163495;0,758406511999184;14,5768137441829;12,7838797632434;16,020222689127;0,697221580848355;14,3824713514836;14,76775797681;14,0784169335968;15,1706826710825
210;"poun_female-hunt 25%_0.1_5";"poun_female-hunt 25%_0.1";"Stochastic worst x4";"female-hunt 25%";0,1;50;101;0,749900119496999;0,741914526535764;0,758406511999184;0,0037488183772099;0,748858520415099;0,750924792593818;0,747339521753994;0,752330517354766;15,6642249672798;14,0784169335968;17,1529427131862;0,698875145706088;15,4700443917267;15,8650400458308;15,2111369576561;16,1415855488476
211;"poun_female-hunt 25%_0.2_1";"poun_female-hunt 25%_0.2";"Deterministic";"female-hunt 25%";0,2;1;101;0,832540274434403;0,832540274434403;0,832540274434403;NA;NA;NA;0,832540274434403;0,832540274434403;8,43658215988053;8,43658215988053;8,43658215988053;NA;NA;NA;8,43658215988053;8,43658215988053
212;"poun_female-hunt 25%_0.2_2";"poun_female-hunt 25%_0.2";"Stochastic uniform";"female-hunt 25%";0,2;50;101;0,81526226880688;0,80605402600209;0,82329702324821;0,00410471868234971;0,814152961677085;0,816394688409831;0,812751773209642;0,818625570546272;10,1217038179577;9,17832919124415;11,0842890620627;0,471371546919218;9,9822978754368;10,2504344644857;9,835439281232;10,4796512981175
213;"poun_female-hunt 25%_0.2_3";"poun_female-hunt 25%_0.2";"Stochastic equal";"female-hunt 25%";0,2;50;101;0,788384684412814;0,776001904157273;0,79970795742885;0,00503149812338685;0,787027703552358;0,789760629848386;0,784192292035297;0,792913444876039;12,7049654723848;11,0405699735021;14,4859692687733;0,70739376779606;12,5240338033509;12,8999766709439;12,1969096091081;13,156882714733
214;"poun_female-hunt 25%_0.2_4";"poun_female-hunt 25%_0.2";"Stochastic bad x2";"female-hunt 25%";0,2;50;101;0,772285539976222;0,759521474183543;0,783426835890485;0,0056852323391562;0,770783620624293;0,773849289780041;0,76938611979404;0,776350693919162;14,2733675770583;12,8162055134221;16,5694926935838;0,815297878907215;14,0501377597549;14,5058409769797;13,7418374690559;14,7698210747256
215;"poun_female-hunt 25%_0.2_5";"poun_female-hunt 25%_0.2";"Stochastic worst x4";"female-hunt 25%";0,2;50;101;0,760305246254749;0,745468844458579;0,7708993407103;0,00546994793845092;0,758826687676433;0,76183646112909;0,757272043985526;0,763849556729608;15,3994187788258;13,8815868373741;17,3899717634366;0,761017660511758;15,1924411185191;15,5977175358124;14,9224685161461;15,8607903111865
216;"poun_female-hunt 25%_0.3_1";"poun_female-hunt 25%_0.3";"Deterministic";"female-hunt 25%";0,3;1;101;0,86791886575348;0,86791886575348;0,86791886575348;NA;NA;NA;0,86791886575348;0,86791886575348;8,0528178856323;8,0528178856323;8,0528178856323;NA;NA;NA;8,0528178856323;8,0528178856323
217;"poun_female-hunt 25%_0.3_2";"poun_female-hunt 25%_0.3";"Stochastic uniform";"female-hunt 25%";0,3;50;101;0,842769412354675;0,831526611751826;0,860306525446322;0,00574462155006385;0,841169999317915;0,844313932241771;0,838546184701532;0,846767930100066;9,86613594835949;8,60853440406319;10,9112416979412;0,550164249292101;9,7124593143531;10,0222987923063;9,53765631309584;10,203024844656
218;"poun_female-hunt 25%_0.3_3";"poun_female-hunt 25%_0.3";"Stochastic equal";"female-hunt 25%";0,3;50;101;0,805372827795111;0,79256363551327;0,82231137484623;0,00726448830952241;0,803479454250174;0,807175419588469;0,801085569390156;0,811010037790676;12,647358367217;11,086904396812;14,0251694292753;0,75039958990128;12,4483089511414;12,8512185962815;12,168526640699;13,1141474666261
219;"poun_female-hunt 25%_0.3_4";"poun_female-hunt 25%_0.3";"Stochastic bad x2";"female-hunt 25%";0,3;50;101;0,782163869850629;0,767990616121963;0,798706181093386;0,00706251780700715;0,780278013580122;0,784164442599384;0,777555954707684;0,786687293675946;14,3406755769683;12,4655521992905;16,4779830228561;0,867077651118628;14,1051859812629;14,5797119731795;13,7505132290378;14,9694635730436
220;"poun_female-hunt 25%_0.3_5";"poun_female-hunt 25%_0.3";"Stochastic worst x4";"female-hunt 25%";0,3;50;101;0,766384278493906;0,750295039674292;0,781812052944934;0,00744598688613885;0,76429363941613;0,768408616754921;0,761254593916684;0,77212193135478;15,4778505285447;13,532276555772;17,5542835199437;0,922717179446416;15,2199813087037;15,7332734590554;14,8744501181536;16,1623388595487
221;"poun_female-hunt 25%_0.4_1";"poun_female-hunt 25%_0.4";"Deterministic";"female-hunt 25%";0,4;1;101;0,896523909179569;0,896523909179569;0,896523909179569;NA;NA;NA;0,896523909179569;0,896523909179569;7,80970254748966;7,80970254748966;7,80970254748966;NA;NA;NA;7,80970254748966;7,80970254748966
222;"poun_female-hunt 25%_0.4_2";"poun_female-hunt 25%_0.4";"Stochastic uniform";"female-hunt 25%";0,4;50;101;0,867502481202749;0,850386244548776;0,879602621823956;0,00639096633494364;0,86574685436676;0,869230146231964;0,863972627884323;0,872705108538699;9,55781720703331;8,62667513234019;10,9565700337296;0,484117527204195;9,43001511550871;9,6849051299945;9,18283657108682;9,85485365621596
