"modelkey";"modelid";"akey";"modelf";"typef";"first_year";"count_runs";"count_years";"lambda_mean";"lambda_min";"lambda_max";"lambda_sd";"lambda_boot_lcl";"lambda_boot_ucl";"lambda_q25";"lambda_q75";"gen_mean";"gen_min";"gen_max";"gen_sd";"gen_boot_lcl";"gen_boot_ucl";"gen_q25";"gen_q75"
76;"poun_female-hunt 2.5%_0.5_1";"poun_female-hunt 2.5%_0.5";"Deterministic";"female-hunt 2.5%";0,5;1;101;1,06879150955633;1,06879150955633;1,06879150955633;NA;NA;NA;1,06879150955633;1,06879150955633;12,1639264329576;12,1639264329576;12,1639264329576;NA;NA;NA;12,1639264329576;12,1639264329576
77;"poun_female-hunt 2.5%_0.5_2";"poun_female-hunt 2.5%_0.5";"Stochastic uniform";"female-hunt 2.5%";0,5;50;101;1,0399359074179;1,02904151201613;1,04860467885066;0,00488380362027376;1,03858514811955;1,04132175003841;1,036609952983;1,04361968934226;20,071988943341;17,2985070929551;25,2944650774899;1,83953200781595;19,5862388346008;20,5741693414378;18,6899507365049;20,9828601299421
78;"poun_female-hunt 2.5%_0.5_3";"poun_female-hunt 2.5%_0.5";"Stochastic equal";"female-hunt 2.5%";0,5;50;101;0,998022576854845;0,981188205611836;1,01121941826796;0,00670491989016713;0,996222573063715;0,9998618458158;0,994738850061829;1,00321246793398;30,7342815222976;25,3726209204574;36,5238761268329;2,5849185279273;30,0226793370121;31,4242069509137;29,0619840205561;32,4965051448352
79;"poun_female-hunt 2.5%_0.5_4";"poun_female-hunt 2.5%_0.5";"Stochastic bad x2";"female-hunt 2.5%";0,5;50;101;0,978074299640183;0,963119239191618;0,998135441356145;0,00755415387023063;0,975806241222423;0,980253621670259;0,971496498533661;0,983557264030016;36,1056146881125;29,7233037894889;42,0896507010322;2,84033310981363;35,3843887956004;36,8649509743031;34,2847406497447;37,6360123193269
80;"poun_female-hunt 2.5%_0.5_5";"poun_female-hunt 2.5%_0.5";"Stochastic worst x4";"female-hunt 2.5%";0,5;50;101;0,960483218064907;0,950407732018216;0,974332224490022;0,00514535677252592;0,958998112533818;0,961886722610413;0,957604783611849;0,963554507463209;40,2254167653834;35,72027227789;47,4202893573887;2,52247111540643;39,533882458097;40,9232531508622;38,4736840266418;41,7123142517969
81;"poun_female-hunt 2.5%_0.6_1";"poun_female-hunt 2.5%_0.6";"Deterministic";"female-hunt 2.5%";0,6;1;101;1,08827415884246;1,08827415884246;1,08827415884246;NA;NA;NA;1,08827415884246;1,08827415884246;11,7216451125337;11,7216451125337;11,7216451125337;NA;NA;NA;11,7216451125337;11,7216451125337
82;"poun_female-hunt 2.5%_0.6_2";"poun_female-hunt 2.5%_0.6";"Stochastic uniform";"female-hunt 2.5%";0,6;50;101;1,05784834221665;1,04393955604532;1,06948707198859;0,00624816947353535;1,05607810172449;1,05955701574821;1,05309278180284;1,06323342543694;18,936994860857;15,707476265427;22,6046230959098;1,87130938930369;18,4605691595683;19,438107540651;17,0489815559246;20,3869430840024
83;"poun_female-hunt 2.5%_0.6_3";"poun_female-hunt 2.5%_0.6";"Stochastic equal";"female-hunt 2.5%";0,6;50;101;1,01029353693925;0,997149482156191;1,02287464134501;0,00683078403061379;1,00854841071644;1,01221287056655;1,00586731553281;1,0172356947129;30,1379895777926;23,6159317785488;36,3989167568755;2,76297568791929;29,3611859523329;30,9713329996927;28,0267697282982;31,9310025329775
84;"poun_female-hunt 2.5%_0.6_4";"poun_female-hunt 2.5%_0.6";"Stochastic bad x2";"female-hunt 2.5%";0,6;50;101;0,984059883607499;0,964486250632429;1,00472840160958;0,00840696902046985;0,981884979429192;0,986243267974164;0,978754209018381;0,990771318903342;35,9731362656475;29,9932616231781;43,9281315140077;3,41648250992663;35,0370993738795;36,9943489090402;33,8194367407769;37,9229611031009
85;"poun_female-hunt 2.5%_0.6_5";"poun_female-hunt 2.5%_0.6";"Stochastic worst x4";"female-hunt 2.5%";0,6;50;101;0,964984548693773;0,951641102503957;0,976725414574325;0,00577890922277261;0,963413210382845;0,966560786910922;0,961292395066247;0,968871314519641;40,2039685298091;35,1696624071738;47,6998202148408;2,5857611076182;39,5269567654007;40,9864069964909;38,4286154444204;41,5453531981709
86;"poun_female-hunt 2.5%_0.7_1";"poun_female-hunt 2.5%_0.7";"Deterministic";"female-hunt 2.5%";0,7;1;101;1,10597246694176;1,10597246694176;1,10597246694176;NA;NA;NA;1,10597246694176;1,10597246694176;11,3747420286334;11,3747420286334;11,3747420286334;NA;NA;NA;11,3747420286334;11,3747420286334
87;"poun_female-hunt 2.5%_0.7_2";"poun_female-hunt 2.5%_0.7";"Stochastic uniform";"female-hunt 2.5%";0,7;50;101;1,07107120042159;1,05568554410271;1,08655512336573;0,00708221886918564;1,06909958139554;1,07302314712918;1,06589327294233;1,07585081309159;18,8093523751243;14,9384144385358;25,3259063149171;2,29085450466016;18,1603749616737;19,3918833874117;17,3352599371193;20,1302945164643
88;"poun_female-hunt 2.5%_0.7_3";"poun_female-hunt 2.5%_0.7";"Stochastic equal";"female-hunt 2.5%";0,7;50;101;1,01761881726368;0,996438700094204;1,03477466027693;0,0082849409487611;1,01537813836585;1,02006833021995;1,01149927945758;1,02220540518425;30,6542383873993;25,6443585503399;36,165202073729;2,52414712452054;30,0086900205947;31,381346901572;29,1248099673454;32,4255108037562
89;"poun_female-hunt 2.5%_0.7_4";"poun_female-hunt 2.5%_0.7";"Stochastic bad x2";"female-hunt 2.5%";0,7;50;101;0,991251299800619;0,974531682658872;1,01336769014003;0,00796824364030776;0,989129513963009;0,99384056307624;0,985609212954315;0,99544388681377;35,9636522062516;29,5563369598588;42,0998455115114;2,99656524273641;35,144095736585;36,7408451570863;33,9683840456573;37,8970314110523
90;"poun_female-hunt 2.5%_0.7_5";"poun_female-hunt 2.5%_0.7";"Stochastic worst x4";"female-hunt 2.5%";0,7;50;101;0,967233759832288;0,952625325388095;0,980507163987033;0,00670914982309304;0,965272181031995;0,969026482611601;0,961588547380337;0,971545922488458;40,7935575594849;35,8168960741124;48,9087380958934;2,82072062930727;40,0350430175571;41,6012452555479;38,4637759108357;42,3590853644787
91;"poun_female-hunt 2.5%_0.8_1";"poun_female-hunt 2.5%_0.8";"Deterministic";"female-hunt 2.5%";0,8;1;101;1,12223541127499;1,12223541127499;1,12223541127499;NA;NA;NA;1,12223541127499;1,12223541127499;11,0928160725758;11,0928160725758;11,0928160725758;NA;NA;NA;11,0928160725758;11,0928160725758
92;"poun_female-hunt 2.5%_0.8_2";"poun_female-hunt 2.5%_0.8";"Stochastic uniform";"female-hunt 2.5%";0,8;50;101;1,08455223532884;1,06938779140628;1,10036910773876;0,00682935962559486;1,08276875440087;1,08638506675052;1,07949893781207;1,08951694061003;18,4349189896268;14,2358602085532;22,6899169566596;1,87752434424271;17,9168371915679;18,9265321159856;17,1693468468758;19,8948843602354
93;"poun_female-hunt 2.5%_0.8_3";"poun_female-hunt 2.5%_0.8";"Stochastic equal";"female-hunt 2.5%";0,8;50;101;1,02627318645867;1,00858326162966;1,05149386333979;0,00939212042223162;1,0237901509645;1,02890904875226;1,02100453432787;1,03302088382914;29,7152787762978;23,611262931495;36,3181406476885;2,92915676865596;28,9527458456056;30,4867283801555;27,7901113427684;31,4577738270175
94;"poun_female-hunt 2.5%_0.8_4";"poun_female-hunt 2.5%_0.8";"Stochastic bad x2";"female-hunt 2.5%";0,8;50;101;0,995020404204155;0,977265847771194;1,01189560101585;0,00831251959295542;0,992850039829531;0,997154811173439;0,989036203612187;1,00021838878269;36,2361062928876;30,052106767653;43,5750155856239;2,69274326038324;35,4974287808703;36,9346363965743;34,4439179018691;38,0678778970876
95;"poun_female-hunt 2.5%_0.8_5";"poun_female-hunt 2.5%_0.8";"Stochastic worst x4";"female-hunt 2.5%";0,8;50;101;0,971588147412208;0,957229842175278;0,989867328200845;0,00827526183776787;0,969329819305733;0,97376270565143;0,965713152239224;0,978019027462574;40,7861644999524;34,6008179629948;47,2382005961238;3,33875951627904;39,9385732650994;41,6708382893327;38,2634668492642;42,7987456233585
96;"poun_female-hunt 2.5%_0.9_1";"poun_female-hunt 2.5%_0.9";"Deterministic";"female-hunt 2.5%";0,9;1;101;1,13731441844186;1,13731441844186;1,13731441844186;NA;NA;NA;1,13731441844186;1,13731441844186;10,8575314038592;10,8575314038592;10,8575314038592;NA;NA;NA;10,8575314038592;10,8575314038592
97;"poun_female-hunt 2.5%_0.9_2";"poun_female-hunt 2.5%_0.9";"Stochastic uniform";"female-hunt 2.5%";0,9;50;101;1,09666181559978;1,0820516363312;1,11164636682652;0,0073156941326569;1,09460818489059;1,09867813989042;1,09072734894099;1,10103917775077;18,2690855608244;14,9729796130537;22,8383132820736;1,73145802043104;17,7841064513157;18,772528132009;16,9572750127466;19,8005840191542
98;"poun_female-hunt 2.5%_0.9_3";"poun_female-hunt 2.5%_0.9";"Stochastic equal";"female-hunt 2.5%";0,9;50;101;1,03380842751716;1,0073525080547;1,05987005234926;0,0126821102929639;1,03010639005139;1,03730900198244;1,02442303689787;1,04273873275296;30,0310591791872;22,1652426003488;37,1837537414826;3,4098103881999;29,0088994401022;30,9527482205255;27,5105829468436;32,3920733002579
99;"poun_female-hunt 2.5%_0.9_4";"poun_female-hunt 2.5%_0.9";"Stochastic bad x2";"female-hunt 2.5%";0,9;50;101;1,00127763494479;0,970529938500327;1,0238004533919;0,0104643654380142;0,998523980113083;1,00409311675544;0,994191259007029;1,00931291229976;35,979456580323;27,5348680298923;42,5470560704153;3,65255336065165;34,9854908456522;36,9753521359032;33,4845926786656;38,7319325093282
100;"poun_female-hunt 2.5%_0.9_5";"poun_female-hunt 2.5%_0.9";"Stochastic worst x4";"female-hunt 2.5%";0,9;50;101;0,974137133211657;0,950780832984045;0,999313842840426;0,0093604252797775;0,971492893728129;0,97673406554449;0,969438215968692;0,979845633700561;40,7261201661437;35,4002016989122;50,5951711141197;3,3496229225849;39,7413228067998;41,7368916688298;38,4590544945749;42,7837233924136
101;"poun_female-hunt 5%_0_1";"poun_female-hunt 5%_0";"Deterministic";"female-hunt 5%";0;1;101;0,883566872894478;0,883566872894478;0,883566872894478;NA;NA;NA;0,883566872894478;0,883566872894478;64,2752763569437;64,2752763569437;64,2752763569437;NA;NA;NA;64,2752763569437;64,2752763569437
102;"poun_female-hunt 5%_0_2";"poun_female-hunt 5%_0";"Stochastic uniform";"female-hunt 5%";0;50;101;0,888723163810472;0,886208415371934;0,892019808822337;0,00144213981053211;0,888311083183989;0,889135244436955;0,887793340858408;0,889906574840372;59,5596472408149;56,5447368223064;61,8594827523695;1,31889309406088;59,1827834385013;59,8978583454553;58,4773717059657;60,410006589625
103;"poun_female-hunt 5%_0_3";"poun_female-hunt 5%_0";"Stochastic equal";"female-hunt 5%";0;50;101;0,89667948975257;0,892019808822337;0,901001053245688;0,00218659757906419;0,896097822099034;0,897250327081948;0,895189659795285;0,898359510768232;52,2832769038376;48,3310385667542;56,5447368223064;1,99972875407548;51,7518023108312;52,8534041945171;50,7468321713284;53,6457844968174
104;"poun_female-hunt 5%_0_4";"poun_female-hunt 5%_0";"Stochastic bad x2";"female-hunt 5%";0;50;101;0,900557274109475;0,894661351299793;0,905227521209617;0,00212763254956239;0,899986436780097;0,901138413454516;0,899416127759214;0,90205767023667;48,7368918923227;44,4657687994356;54,1289432177322;1,9458029352103;48,2054172993164;49,2587033109107;47,3647211249246;49,7805147294987
105;"poun_female-hunt 5%_0_5";"poun_female-hunt 5%_0";"Stochastic worst x4";"female-hunt 5%";0;50;101;0,904720345053946;0,899944436254705;0,909982297669038;0,00242914065937986;0,903991279330168;0,905386013758265;0,903114287227653;0,9062841382006;44,9296011715138;40,1173403112021;49,2973560085839;2,22154385917444;44,3014948343245;45,5673706831214;43,4994513576059;46,3984036830949
106;"poun_female-hunt 5%_0.1_1";"poun_female-hunt 5%_0.1";"Deterministic";"female-hunt 5%";0,1;1;101;0,936397722443599;0,936397722443599;0,936397722443599;NA;NA;NA;0,936397722443599;0,936397722443599;15,9594042654605;15,9594042654605;15,9594042654605;NA;NA;NA;15,9594042654605;15,9594042654605
107;"poun_female-hunt 5%_0.1_2";"poun_female-hunt 5%_0.1";"Stochastic uniform";"female-hunt 5%";0,1;50;101;0,931125203658597;0,928473095011231;0,933756179966143;0,00142197348046094;0,930755387711753;0,93151615194526;0,930058020497704;0,932171254479669;20,7813283001905;18,3751978700346;23,206785079183;1,30045019880957;20,4334540211318;21,1388657536675;19,8246740327791;21,7573089164385
108;"poun_female-hunt 5%_0.1_3";"poun_female-hunt 5%_0.1";"Stochastic equal";"female-hunt 5%";0,1;50;101;0,923200576226228;0,918435233596898;0,927416478020248;0,00217300927923793;0,922577172201549;0,923792281741179;0,922133393065336;0,924774935542792;28,028709113913;24,1731025210126;32,3868007765648;1,98730172399838;27,4873297671279;28,5601837069193;26,5888961255868;29,004689730161
109;"poun_female-hunt 5%_0.1_4";"poun_female-hunt 5%_0.1";"Stochastic bad x2";"female-hunt 5%";0,1;50;101;0,918762784864102;0,912095531651003;0,922133393065336;0,00210212648487456;0,918171079349152;0,919301923683751;0,917906925101406;0,920020159083371;32,0872423695976;29,004689730161;38,1847054275428;1,92247664442504;31,5651893716491;32,6095369469065;30,9373246138203;32,8699594974796
110;"poun_female-hunt 5%_0.1_5";"poun_female-hunt 5%_0.1";"Stochastic worst x4";"female-hunt 5%";0,1;50;101;0,915582367721245;0,909453989173547;0,920020159083371;0,00258156155755789;0,914927001032588;0,916301131429361;0,913680457137477;0,918039002225279;34,9958578695049;30,9373246138203;40,6004990321169;2,3609387143261;34,3870778811522;35,6341105398334;32,7491698172509;36,7352292647983
111;"poun_female-hunt 5%_0.2_1";"poun_female-hunt 5%_0.2";"Deterministic";"female-hunt 5%";0,2;1;101;0,974007989501608;0,974007989501608;0,974007989501608;NA;NA;NA;0,974007989501608;0,974007989501608;13,5034839111539;13,5034839111539;13,5034839111539;NA;NA;NA;13,5034839111539;13,5034839111539
112;"poun_female-hunt 5%_0.2_2";"poun_female-hunt 5%_0.2";"Stochastic uniform";"female-hunt 5%";0,2;50;101;0,960725564702329;0,955328590447328;0,967909831968173;0,00274548891548163;0,959894732340672;0,961435347130512;0,958885849008498;0,962107262301165;18,9561269451661;15,2476705164152;21,897121941454;1,49351769819482;18,5538206801578;19,3680472661856;18,3185372667056;19,8355512391935
113;"poun_female-hunt 5%_0.2_3";"poun_female-hunt 5%_0.2";"Stochastic equal";"female-hunt 5%";0,2;50;101;0,942094364100089;0,934159854740504;0,950287049904876;0,0037096189837308;0,941120871924468;0,94317339279071;0,939261781386071;0,94408824886625;26,8218795148808;21,7823512736851;31,2570774135837;2,06622432677662;26,2476213931552;27,3663467987373;25,477592165263;28,2660280748082
114;"poun_female-hunt 5%_0.2_4";"poun_female-hunt 5%_0.2";"Stochastic bad x2";"female-hunt 5%";0,2;50;101;0,931806907858159;0,925044052059033;0,937938529013095;0,00314295902994687;0,93094886320597;0,932659975488174;0,929624288046655;0,934007648915593;31,0111412727468;25,7293240015795;34,647213809934;2,01613926699098;30,4552188647892;31,5700929712438;30,077752489813;32,2499603964431
115;"poun_female-hunt 5%_0.2_5";"poun_female-hunt 5%_0.2";"Stochastic worst x4";"female-hunt 5%";0,2;50;101;0,923053377055049;0,912838913208768;0,930703239684525;0,00361060767924221;0,92203335398929;0,924037314628373;0,921130819528321;0,9252723607964;34,4810873001681;29,7910673972427;40,3794662002293;2,27797153653525;33,8847119779279;35,1107488925306;33,0072830313049;35,4619217786803
116;"poun_female-hunt 5%_0.3_1";"poun_female-hunt 5%_0.3";"Deterministic";"female-hunt 5%";0,3;1;101;1,0040429912785;1,0040429912785;1,0040429912785;NA;NA;NA;1,0040429912785;1,0040429912785;12,3525151389784;12,3525151389784;12,3525151389784;NA;NA;NA;12,3525151389784;12,3525151389784
117;"poun_female-hunt 5%_0.3_2";"poun_female-hunt 5%_0.3";"Stochastic uniform";"female-hunt 5%";0,3;50;101;0,985495900017054;0,973711549213698;0,995693538908538;0,00451104178381317;0,984221744158641;0,986722874650868;0,982710222044286;0,988808100059916;17,7912500987436;14,1626802143711;22,6145975743048;1,76168624287495;17,3007229758182;18,2730076722241;16,4019006737814;18,880814838069
118;"poun_female-hunt 5%_0.3_3";"poun_female-hunt 5%_0.3";"Stochastic equal";"female-hunt 5%";0,3;50;101;0,958150653601475;0,945725361240635;0,965213952650877;0,00422479244391714;0,957013838322397;0,959214803023369;0,955617801138613;0,961069999265613;25,8466562878149;21,2951338421474;30,3166108399978;1,99323408223797;25,3272942653923;26,409039115065;24,3113100642471;27,2733829494495
119;"poun_female-hunt 5%_0.3_4";"poun_female-hunt 5%_0.3";"Stochastic bad x2";"female-hunt 5%";0,3;50;101;0,941340705930035;0,931648391337185;0,952805784150818;0,00466159107281124;0,940000348116319;0,9427095428345;0,937498182174055;0,944705780297867;31,0016702683627;26,0042512430291;34,9535904583499;2,04137613666084;30,4577201649758;31,5997001348762;29,7199995336326;32,5342310701577
120;"poun_female-hunt 5%_0.3_5";"poun_female-hunt 5%_0.3";"Stochastic worst x4";"female-hunt 5%";0,3;50;101;0,929633128817424;0,921121436709316;0,940693904036476;0,0048456984094607;0,928266847932803;0,930972059071985;0,926252836899378;0,9328259202933;34,2284627158359;28,6221950607201;39,9151900980853;2,72501868172507;33,524545519588;34,9390109051207;32,6407576159142;35,977782548237
121;"poun_female-hunt 5%_0.4_1";"poun_female-hunt 5%_0.4";"Deterministic";"female-hunt 5%";0,4;1;101;1,02940240401655;1,02940240401655;1,02940240401655;NA;NA;NA;1,02940240401655;1,02940240401655;11,6473646321441;11,6473646321441;11,6473646321441;NA;NA;NA;11,6473646321441;11,6473646321441
122;"poun_female-hunt 5%_0.4_2";"poun_female-hunt 5%_0.4";"Stochastic uniform";"female-hunt 5%";0,4;50;101;1,00590514933848;0,994231250783038;1,01640377639081;0,00490267684187064;1,00449496065125;1,00730342905676;1,00306669553247;1,00956600934533;17,1491353747414;14,6668437853826;20,4559140751105;1,41081267194549;16,8071246234202;17,5550240440498;15,8595433079613;17,9215393806202
123;"poun_female-hunt 5%_0.4_3";"poun_female-hunt 5%_0.4";"Stochastic equal";"female-hunt 5%";0,4;50;101;0,971954287554882;0,957348601887803;0,989201306178632;0,00597682980782034;0,970378972398702;0,973638835531875;0,968762304027063;0,97579543328404;25,0894841640945;21,4045627944401;29,4800654997427;1,8788147247346;24,5875980422522;25,6304972053465;23,7448957054312;26,1477006206096
124;"poun_female-hunt 5%_0.4_4";"poun_female-hunt 5%_0.4";"Stochastic bad x2";"female-hunt 5%";0,4;50;101;0,950489597742113;0,93534670204424;0,966753612425871;0,00635206104204933;0,948813017263419;0,952200441175734;0,946870453512893;0,954701552461727;30,4603245608656;23,7252812450979;37,1066955192137;2,46929235141712;29,7954239086851;31,1295034986442;29,1735426923063;31,3499655267356
125;"poun_female-hunt 5%_0.4_5";"poun_female-hunt 5%_0.4";"Stochastic worst x4";"female-hunt 5%";0,4;50;101;0,934970927835726;0,92486304672071;0,954156723120377;0,0054315761550388;0,933583781413415;0,936457378101408;0,931515066304023;0,938304669959829;34,2528786957661;27,9786345794151;39,4274139698715;2,3601695022331;33,5976804469246;34,9256828947715;32,523050588981;35,872821338135
126;"poun_female-hunt 5%_0.5_1";"poun_female-hunt 5%_0.5";"Deterministic";"female-hunt 5%";0,5;1;101;1,05153591837062;1,05153591837062;1,05153591837062;NA;NA;NA;1,05153591837062;1,05153591837062;11,1571170841584;11,1571170841584;11,1571170841584;NA;NA;NA;11,1571170841584;11,1571170841584
127;"poun_female-hunt 5%_0.5_2";"poun_female-hunt 5%_0.5";"Stochastic uniform";"female-hunt 5%";0,5;50;101;1,02327721945357;1,00897506719186;1,03666271786839;0,0060269521718577;1,02158439707358;1,02485977680827;1,01847396835584;1,02746173252279;16,7809873346554;12,6997089877443;21,5377045768657;1,69394406357701;16,3021919839812;17,2263515144753;15,7885552983969;18,0715535047891
128;"poun_female-hunt 5%_0.5_3";"poun_female-hunt 5%_0.5";"Stochastic equal";"female-hunt 5%";0,5;50;101;0,980334849970866;0,960941601121607;0,993140014666937;0,00708539241511788;0,978296030086896;0,982103354101028;0,976082506456532;0,985845561868257;25,7840386287715;20,8536643603449;29,83865856769;2,19777799882423;25,2116663053021;26,3711113429779;24,4187911788322;27,2307734758638
129;"poun_female-hunt 5%_0.5_4";"poun_female-hunt 5%_0.5";"Stochastic bad x2";"female-hunt 5%";0,5;50;101;0,958019507823915;0,946352695524246;0,970301905418109;0,0068110290466986;0,956105540707974;0,959930152475757;0,952438313550954;0,96326805628222;30,1732136123323;24,0858467857405;33,9891355631022;2,36369686808173;29,508257295273;30,7867536520654;28,8213882512627;31,4787612162943
130;"poun_female-hunt 5%_0.5_5";"poun_female-hunt 5%_0.5";"Stochastic worst x4";"female-hunt 5%";0,5;50;101;0,940700404268016;0,929745320913207;0,961469909617098;0,00594705373664265;0,939043191468272;0,942362483137233;0,936934938415041;0,943403166899854;33,4501988238632;28,9654568667018;41,137540630414;2,29379157788204;32,8372960476723;34,0768899513354;32,0062803055414;34,7484257969419
131;"poun_female-hunt 5%_0.6_1";"poun_female-hunt 5%_0.6";"Deterministic";"female-hunt 5%";0,6;1;101;1,07128576695135;1,07128576695135;1,07128576695135;NA;NA;NA;1,07128576695135;1,07128576695135;10,7898947986009;10,7898947986009;10,7898947986009;NA;NA;NA;10,7898947986009;10,7898947986009
132;"poun_female-hunt 5%_0.6_2";"poun_female-hunt 5%_0.6";"Stochastic uniform";"female-hunt 5%";0,6;50;101;1,0378272687055;1,02371529811624;1,04893932629322;0,00555953460305146;1,03639502994299;1,03922747741423;1,03480139797861;1,04200104283596;16,9234866534283;13,4979561022892;20,2442753261994;1,43397170707824;16,5558772798164;17,2875418476563;16,0255879526433;17,6604726639523
133;"poun_female-hunt 5%_0.6_3";"poun_female-hunt 5%_0.6";"Stochastic equal";"female-hunt 5%";0,6;50;101;0,991130195440332;0,966410402711498;1,01268820951423;0,00917551931094091;0,988622382729638;0,993695876314936;0,986851545222707;0,996015499487329;25,4253441464025;20,6916283093193;28,9391187906425;1,92789281553654;24,9101657855992;25,9384984538353;24,1249310723857;26,903093717646
134;"poun_female-hunt 5%_0.6_4";"poun_female-hunt 5%_0.6";"Stochastic bad x2";"female-hunt 5%";0,6;50;101;0,962388050622229;0,950864582691457;0,977145227859419;0,00671202033925334;0,960705437776228;0,964196652065716;0,956805260418083;0,966643654905244;30,2949712500442;25,5728971011124;36,2023889612387;2,54102977574046;29,5232033922427;30,9544830358917;28,7869990898432;31,8629119074539
135;"poun_female-hunt 5%_0.6_5";"poun_female-hunt 5%_0.6";"Stochastic worst x4";"female-hunt 5%";0,6;50;101;0,942227704454763;0,929867022478407;0,955911622604973;0,00564956734478709;0,940745378192804;0,943854253531025;0,937755162161475;0,946216566997209;34,2894700044617;28,9371052786187;39,566597138745;2,66386506718935;33,5329391117593;34,9578571066972;32,7765274986031;35,8693364290993
136;"poun_female-hunt 5%_0.7_1";"poun_female-hunt 5%_0.7";"Deterministic";"female-hunt 5%";0,7;1;101;1,08918996060769;1,08918996060769;1,08918996060769;NA;NA;NA;1,08918996060769;1,08918996060769;10,5009189409791;10,5009189409791;10,5009189409791;NA;NA;NA;10,5009189409791;10,5009189409791
137;"poun_female-hunt 5%_0.7_2";"poun_female-hunt 5%_0.7";"Stochastic uniform";"female-hunt 5%";0,7;50;101;1,05258104664285;1,03854050959421;1,06974127193219;0,00660570780619356;1,0508417415346;1,05443424222706;1,04870765777021;1,05693258127874;16,5351891202161;13,3614963298003;19,7052495132264;1,51840822884346;16,0933081361121;16,9561477235992;15,5609767609673;17,8135532695007
138;"poun_female-hunt 5%_0.7_3";"poun_female-hunt 5%_0.7";"Stochastic equal";"female-hunt 5%";0,7;50;101;0,999326840750047;0,970798896858516;1,02514650734044;0,0115146413622443;0,996118986245756;1,00288035796257;0,990818646358138;1,00522651327427;25,6805349430797;21,2174154875042;32,8375396643256;2,53197432555377;24,9706778557925;26,3679171201049;23,8187148234125;27,1735334431939
139;"poun_female-hunt 5%_0.7_4";"poun_female-hunt 5%_0.7";"Stochastic bad x2";"female-hunt 5%";0,7;50;101;0,971058854933765;0,951293205078177;0,990946903344012;0,00877554759001341;0,968443498805747;0,973402610534343;0,965508171627605;0,976335705422965;30,2096855171417;25,1534800246446;37,2486579640924;2,41818158521211;29,5194124067436;30,8619363967873;29,0814396034966;31,6958476890224
140;"poun_female-hunt 5%_0.7_5";"poun_female-hunt 5%_0.7";"Stochastic worst x4";"female-hunt 5%";0,7;50;101;0,948001460473376;0,930487603335527;0,969555990001038;0,00959381512448362;0,945552494149336;0,95056975043995;0,939405234153836;0,954402232808292;33,9212607622199;25,917667970072;39,0802280995506;2,74108181409064;33,2132091995805;34,6878923852214;32,4034245416329;35,7547281459637
141;"poun_female-hunt 5%_0.8_1";"poun_female-hunt 5%_0.8";"Deterministic";"female-hunt 5%";0,8;1;101;1,10561559198582;1,10561559198582;1,10561559198582;NA;NA;NA;1,10561559198582;1,10561559198582;10,265401480248;10,265401480248;10,265401480248;NA;NA;NA;10,265401480248;10,265401480248
142;"poun_female-hunt 5%_0.8_2";"poun_female-hunt 5%_0.8";"Stochastic uniform";"female-hunt 5%";0,8;50;101;1,06550548356592;1,04956714616824;1,08044741797238;0,00751089729805811;1,06332082188334;1,06740695130623;1,0602753401385;1,07092990750429;16,3898805278028;13,0521367816892;19,9026004321033;1,67903321817654;15,9521114851074;16,8753509419806;15,1555917489049;17,415631792714
143;"poun_female-hunt 5%_0.8_3";"poun_female-hunt 5%_0.8";"Stochastic equal";"female-hunt 5%";0,8;50;101;1,00917628348973;0,977133179441182;1,03169599543198;0,0115406181808934;1,00592337475831;1,01231504212457;1,00217126571806;1,01575635372397;25,4521768231197;19,7334433802034;32,0987745739912;2,51737038574417;24,7902472402576;26,1293476859651;23,6698881823372;26,5123162378882
144;"poun_female-hunt 5%_0.8_4";"poun_female-hunt 5%_0.8";"Stochastic bad x2";"female-hunt 5%";0,8;50;101;0,975808353326455;0,957784356427402;1,00430733422763;0,00932116765092546;0,973410179762385;0,978239284788309;0,968965242901367;0,982447056472957;30,2701031473541;23,9127148165369;36,6473246755354;2,79577965411377;29,540718000061;30,9982187852421;28,2908605924388;32,3485108327155
145;"poun_female-hunt 5%_0.8_5";"poun_female-hunt 5%_0.8";"Stochastic worst x4";"female-hunt 5%";0,8;50;101;0,95083235628459;0,932616182413966;0,975011987909966;0,00953736207542306;0,948147683822636;0,953301798563771;0,944032420446127;0,957565871234879;33,6142726301817;25,3638540109379;40,286497363102;2,97990189196804;32,7814226564561;34,4988968880255;31,7380685649616;35,2129150355822
146;"poun_female-hunt 5%_0.9_1";"poun_female-hunt 5%_0.9";"Deterministic";"female-hunt 5%";0,9;1;101;1,12082562171301;1,12082562171301;1,12082562171301;NA;NA;NA;1,12082562171301;1,12082562171301;10,0683550258047;10,0683550258047;10,0683550258047;NA;NA;NA;10,0683550258047;10,0683550258047
147;"poun_female-hunt 5%_0.9_2";"poun_female-hunt 5%_0.9";"Stochastic uniform";"female-hunt 5%";0,9;50;101;1,07979522280956;1,0631054614779;1,1007979062996;0,00797692034563929;1,07773849664803;1,08190136987586;1,07437285167602;1,08458362488316;16,0138162641913;12,1069361125148;18,9063191342342;1,50170888054417;15,6084811135858;16,4147629595085;14,949830786964;16,9855590323173
148;"poun_female-hunt 5%_0.9_3";"poun_female-hunt 5%_0.9";"Stochastic equal";"female-hunt 5%";0,9;50;101;1,01730183765191;0,996961169764084;1,04176177556728;0,011118644190468;1,01418960832816;1,02048232992615;1,00834863523226;1,02561713326892;24,7244780990865;20,2142247487009;30,6432355681528;2,24895655841369;24,1654211444618;25,3533289848819;23,3016674790431;26,1033479796305
